as_of_date,standard_symbol,close
2025-03-11T00:00,SEHK:02216,0.74000000953674
2025-01-28T00:00,SEHK:02216,0.62999999523163
2025-03-25T00:00,SEHK:02216,0.81999999284744
2025-03-17T00:00,SEHK:02216,0.69999998807907
2025-01-15T00:00,SEHK:02216,0.60000002384186
2025-05-02T00:00,SEHK:02216,2.29999995231628
2025-04-08T00:00,SEHK:02216,0.94999998807907
2025-03-31T00:00,SEHK:02216,0.91000002622604
2025-04-15T00:00,SEHK:02216,1.01999998092651
2025-05-16T00:00,SEHK:02216,2.22000002861023
2025-01-23T00:00,SEHK:02216,0.63999998569489
2025-04-23T00:00,SEHK:02216,1.58000004291534
2025-02-19T00:00,SEHK:02216,0.75
2025-02-18T00:00,SEHK:02216,0.75999999046326
2025-05-12T00:00,SEHK:02216,2.28999996185303
2025-03-18T00:00,SEHK:02216,0.70999997854233
2025-02-28T00:00,SEHK:02216,0.70999997854233
2025-01-24T00:00,SEHK:02216,0.63999998569489
2025-02-24T00:00,SEHK:02216,0.81000000238419
2025-02-05T00:00,SEHK:02216,0.62000000476837
2025-03-26T00:00,SEHK:02216,0.85000002384186
2025-05-06T00:00,SEHK:02216,2.46000003814697
2025-02-25T00:00,SEHK:02216,0.76999998092651
2025-01-27T00:00,SEHK:02216,0.62999999523163
2025-05-15T00:00,SEHK:02216,2.20000004768372
2025-03-03T00:00,SEHK:02216,0.70999997854233
2025-03-21T00:00,SEHK:02216,0.73000001907349
2025-02-20T00:00,SEHK:02216,0.81000000238419
2025-03-14T00:00,SEHK:02216,0.74000000953674
2025-02-03T00:00,SEHK:02216,0.60000002384186
2025-05-09T00:00,SEHK:02216,2.30999994277954
2025-02-17T00:00,SEHK:02216,0.75999999046326
2025-01-08T00:00,SEHK:02216,0.62000000476837
2025-05-07T00:00,SEHK:02216,2.38000011444092
2025-02-04T00:00,SEHK:02216,0.61000001430511
2025-04-11T00:00,SEHK:02216,1.02999997138977
